commit,metric,unit,direction,p50
fe06bafe801ec0ce9c87371f051e87f4a20f07a9,openvmm_cold_start,ms,lower,287.363404
fe06bafe801ec0ce9c87371f051e87f4a20f07a9,openvmm_snapshot_restore,ms,lower,42.844641
fe06bafe801ec0ce9c87371f051e87f4a20f07a9,openvmm_cold_start_teardown,ms,lower,27.909018
fe06bafe801ec0ce9c87371f051e87f4a20f07a9,openvmm_snapshot_restore_teardown,ms,lower,32.520787
517c5b09be462a7cb8918fe4b2b2bd20a5c81c0e,openvmm_cold_start,ms,lower,249.919103
517c5b09be462a7cb8918fe4b2b2bd20a5c81c0e,openvmm_snapshot_restore,ms,lower,44.013453
517c5b09be462a7cb8918fe4b2b2bd20a5c81c0e,openvmm_cold_start_teardown,ms,lower,29.390835
517c5b09be462a7cb8918fe4b2b2bd20a5c81c0e,openvmm_snapshot_restore_teardown,ms,lower,31.295363
828ce5aa88de93285ad1e8df880cd8fe277ce181,openvmm_cold_start,ms,lower,286.907624
828ce5aa88de93285ad1e8df880cd8fe277ce181,openvmm_snapshot_restore,ms,lower,42.12832
828ce5aa88de93285ad1e8df880cd8fe277ce181,openvmm_cold_start_teardown,ms,lower,31.738767
828ce5aa88de93285ad1e8df880cd8fe277ce181,openvmm_snapshot_restore_teardown,ms,lower,33.438992
ec3931162552abb1e56c6c9df3ec9eb20e870e14,openvmm_cold_start,ms,lower,289.232358
ec3931162552abb1e56c6c9df3ec9eb20e870e14,openvmm_snapshot_restore,ms,lower,44.053148
ec3931162552abb1e56c6c9df3ec9eb20e870e14,openvmm_cold_start_teardown,ms,lower,34.334805
ec3931162552abb1e56c6c9df3ec9eb20e870e14,openvmm_snapshot_restore_teardown,ms,lower,43.524641
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_base,ms,lower,383.4
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_clocksource,ms,lower,344
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_cryptomgr_notests,ms,lower,382.1
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_mitigations_off,ms,lower,276.9
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_no_timer_check,ms,lower,381.3
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_nokaslr,ms,lower,381.1
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_random_trust_cpu,ms,lower,381.7
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_rcu_expedited,ms,lower,381.8
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,cold_start_tsc_reliable,ms,lower,381.1
